name,website,phone,address,emails_found
Eagle Family Medicine @ Triad,http://www.eaglemds.com/home/index.htm,(919) 680-1045,"3511 W Market St #250, Greensboro, NC 27403, USA",billing@eaglemds.com; hr@eaglemds.com; officemanager@eaglemds.com; questions@eaglemds.com; tech@eaglemds.com
"Syed Asad A. Shah, MD",https://www.oakstreethealth.com/doctors/dr-syed-asad-a-shah-md?utm_source=listings&utm_vpf=yext,(919) 684-6721,"1007 Summit Ave, Greensboro, NC 27405, USA",
"Brenda Manfredi, MD",https://www.novanthealth.org/pf/providers/1467429399?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1467429399,(833) 426-7355,"6316 Old Oak Ridge Rd, Greensboro, NC 27410, USA",
Palladium Primary Care - Greensboro,http://www.palladiummds.com/,(919) 220-3333,"2510 W Gate City Blvd, Greensboro, NC 27265, USA",
Gate City Primary Care Center,http://www.gatecityprimarycarecenter.com/,(984) 999-1010,"3411 W Wendover Ave D, Greensboro, NC 27407, USA",info@gatecityprimarycarecenter.com
Pharr Walter D MD,https://www.greensboromedical.org/our-practice?utm_source=GMBSocialClimb&utm_medium=PharrWalterDMD,(984) 439-1509,"1511 Westover Terrace # 201, Greensboro, NC 27408, USA",portal@greensboromedical.org
Oak Street Health Greensboro Primary Care Clinic,https://www.oakstreethealth.com/locations/greensboro-nc/greensboro-doctors-office?utm_source=listings&utm_vpf=yext,(919) 490-9800,"1007 Summit Ave, Greensboro, NC 27405, USA",
Cone Health Primary Care at Elmsley Square,https://www.conehealth.com/locations/profile/primary-care-at-elmsley-square/,(919) 341-6111,"3711 Elmsley Ct #101, Greensboro, NC 27406, USA",
"Karen Richter MD Richter Family Medicine And Wellness, PA",http://www.richterfamilywellness.com/,(919) 361-2644,"5500 W Friendly Ave #201, Greensboro, NC 27410, USA",HEALTH@RICHTERFAMILYWELLNESS.COM; richterfamilywellness@gmail.com
triad direct primary care,https://www.triaddpc.com/,(984) 219-3916,"1321 New Garden Rd, Greensboro, NC 27410, USA",
Carolina Neurosurgery & Spine Associates - Greensboro,https://www.cnsa.com/locations/greensboro?utm_source=GMBSocialClimb&utm_medium=CarolinaNeurosurgery&SpineAssociates,(919) 490-9888,"1130 N Church St Suite 200, Greensboro, NC 27401, USA",
Cone Health Primary Care at Forest Oaks,https://www.conehealth.com/locations/profile/primary-care-forest-oaks/,(336) 344-9677,"4620 Woody Mill Rd STE G, Greensboro, NC 27406, USA",
Cone Health LeBauer HealthCare at Grandover Village,https://www.lebauer.com/lebauer-practice-location/lebauer-grandover-village/,(919) 383-5437,"4023 Guilford College Rd, Greensboro, NC 27407, USA",
"Himanshu H. Paliwal, MD",https://www.oakstreethealth.com/doctors/dr-himanshu-h-paliwal-md?utm_source=listings&utm_vpf=yext,(984) 215-4780,"3808 W Gate City Blvd A1, Greensboro, NC 27407, USA",
"Stephen Oscar Hunter, MD",https://www.conehealth.com/find-a-doctor/doctor-profile/Stephen-Hunter,(866) 313-0959,"4443 Jessup Grove Rd, Greensboro, NC 27410, USA",
Imperial Center Family Medicine,http://www.icfamilymedicine.com/,(919) 228-2427,"4309 Emperor Blvd # 125, Durham, NC 27703, USA",support@icfamilymedicine.com
Durham Internal Medicine Associates - Durham,https://durhaminternalmedicine.com/,(919) 642-3364,"4205 Ben Franklin Blvd, Durham, NC 27704, USA",
Durham Family Medicine,https://www.durhamfamilymedicine.org/,(919) 544-6644,"2400 Broad St #1, Durham, NC 27704, USA",support@teenpattimasterss.in
Avance Care Durham,https://www.avancecare.com/locations/durham-nc/,(984) 219-1562,"1821 Martin Luther King Jr Pkwy, Durham, NC 27707, USA",
Triangle Community Physicians,http://www.tcppa.com/,(919) 525-3750,"4309 Medical Park Dr, Durham, NC 27704, USA",
"Michael Richards, MD",https://durhaminternalmedicine.com/profile.php?id=6,(919) 442-0400,"5107 Southpark Dr #104, Durham, NC 27713, USA",
Oak Street Health Durham Primary Care Clinic,https://www.oakstreethealth.com/locations/durham-nc/durham-doctors-office?utm_source=listings&utm_vpf=yext,(919) 471-3351,"3729 N Roxboro St Suite B, Durham, NC 27704, USA",
"Jean Toppin, MD",https://durhaminternalmedicine.com/profile.php?id=8,(919) 416-1254,"5107 Southpark Dr #104, Durham, NC 27713, USA",
Triangle Family Practice,https://www.dukehealth.org/locations/triangle-family-practice?utm_source=google&utm_medium=local&utm_campaign=evergreen,(919) 813-6367,"6020 Fayetteville Rd, Durham, NC 27713, USA",
Doctors Making Housecalls,http://www.doctorsmakinghousecalls.com/,(336) 718-7800,"6330 Quadrangle Dr, Durham, NC 27707, USA",
"Carlton Miller, MD",https://durhaminternalmedicine.com/profile.php?id=11,(336) 721-2375,"4205 Ben Franklin Blvd, Durham, NC 27704, USA",
"Family Care, PA",http://www.familycarepa.com/,(336) 788-4664,"1413 Carpenter Fletcher Rd, Durham, NC 27713, USA",
Southwest Durham Family Medicine,http://www.swdfm.com/,(336) 718-0800,"245 NC-54 Ste 205, Durham, NC 27713, USA",info@swdfm.com
Duke Primary Care Riverview,https://www.dukehealth.org/locations/duke-primary-care-riverview?utm_source=google&utm_medium=local&utm_campaign=evergreen,(336) 768-6682,"5102 N Roxboro St, Durham, NC 27704, USA",
Duke Family Medicine Center,https://www.dukehealth.org/locations/duke-family-medicine-center?utm_source=google&utm_medium=local&utm_campaign=evergreen,(336) 718-0100,"2100 Erwin Rd, Durham, NC 27705, USA",
"Vaibhavkumar Vachhani, MD",https://durhaminternalmedicine.com/profile.php?id=9,(336) 774-3740,"5107 Southpark Dr #104, Durham, NC 27713, USA",
"The Hansell Center for Functional Medicine, PLLC",http://www.hansellcenter.com/,(336) 768-9515,"2731 University Dr, Durham, NC 27707, USA",
Bull City Family Medicine and Pediatrics,http://www.bullcityfamilymedicineandpediatrics.com/,(336) 759-7596,"4020 N Roxboro St, Durham, NC 27704, USA",
"Slower Medicine, PLLC",https://slowermedicine.com/,(336) 716-4479,"6 Consultant Pl #100B, Durham, NC 27707, USA",drstone@slowermedicine.com; drstone@slowermedicine.com.
"Dr. Taineisha C. Bolden, MD",https://www.accessibullhealthcare.com/drbolden,(336) 298-8791,"2609 N Duke St, Durham, NC 27704, USA",
"Dr. John A. Kallianos, MD",http://www.tcppa.com/OfficeInfo/AbouttheDoctors.aspx,(336) 760-8380,"4309 Medical Park Dr # 200, Durham, NC 27704, USA",
Duke Primary Care Pickett Road,https://www.dukehealth.org/locations/duke-primary-care-pickett-road?utm_source=google&utm_medium=local&utm_campaign=evergreen,(336) 300-8855,"3004 Tower Blvd, Durham, NC 27707, USA",
Chilukuri Mohan M MD,https://www.spyderwebdevelopers.com/dfm2018/providers.html,(336) 835-6300,"2400 Broad St #1, Durham, NC 27704, USA",
"Primary Care, Psychiatry & Family Medicine at Radical ??? Healing",http://www.radicalhealing.co/,(336) 999-7009,"2011 Chapel Hill Rd, Durham, NC 27707, USA",billing@radicalhealing.us; careers@radicalhealing.us; communityrelations@radicalhealing.us; groups@radicalhealing.us; intake@radicalhealing.us; med@radicalhealing.us; psychmed@radicalhealing.us; therapy@radicalhealing.us
UNC Family Medicine at Southpoint,https://www.unchealth.org/care-services/locations/unc-family-medicine-at-southpoint-renaissance-center,(336) 714-6400,"7011 Fayetteville Rd #200, Durham, NC 27713, USA",
Southpoint Family Medicine,http://southpointfamilymedicine.com/,(336) 769-0246,"245 NC-54 Ste 205, Durham, NC 27713, USA",southpointfamilymedicine@gmail.com
Duke General Internal Medicine North Durham,https://www.dukehealth.org/locations/duke-general-internal-medicine-north-durham?utm_source=google&utm_medium=local&utm_campaign=evergreen,(336) 718-1000,"3116 N Duke St, Durham, NC 27704, USA",
"Anita M. Pisharody, MD",https://www.dukehealth.org/find-doctors-physicians/anita-m-pisharody-md?utm_source=google&utm_medium=local&utm_campaign=evergreen,(336) 716-2011,"6020 Fayetteville Rd, Durham, NC 27713, USA",
CenterWell Senior Primary Care,https://www.centerwellprimarycare.com/en/north-carolina/centerwell-roxboro.html?utm_medium=businesslistings&utm_campaign=gmb_rdu_online-listings_en_digital_evergreen,(336) 659-0076,"3500 N Roxboro St Suite 1-B, Durham, NC 27704, USA",
"Ron Fleming, MD",https://durhaminternalmedicine.com/profile.php?id=2,(336) 713-9800,"4205 Ben Franklin Blvd, Durham, NC 27704, USA",
Duke Primary Care Croasdaile,https://www.dukehealth.org/locations/duke-primary-care-croasdaile?utm_source=google&utm_medium=local&utm_campaign=evergreen,(336) 713-7795,"1821 Hillandale Rd Ste 24B, Durham, NC 27705, USA",
One Medical: Brightleaf Square,https://onemedical.com/locations/rdu/brightleafsquare?y_source=1_MTA1Mzk0OTQ2OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(336) 515-1173,"905 W Main St Suite 18A, Durham, NC 27701, USA",StrategicSourcing@onemedical.com; feedback@onemedical.com; medicalrecords@onemedical.com.; press@onemedical.com.; techsupport@onemedical.com.
The UNC Family Medicine Center at Durham,https://www.unchealth.org/care-services/locations/the-unc-family-medicine-center-at-durham,(888) 405-6396,"3708 Mayfair St # 100, Durham, NC 27707, USA",
Duke Integrative Medicine Center,https://www.dukehealth.org/locations/duke-integrative-medicine-center?utm_source=google&utm_medium=local&utm_campaign=evergreen,(336) 713-8250,"3475 Erwin Rd, Durham, NC 27705, USA",
"Anuradha Sabapathi, MD",https://www.dukehealth.org/find-doctors-physicians/anuradha-sabapathi-md?utm_source=google&utm_medium=local&utm_campaign=evergreen,(336) 718-4390,"6020 Fayetteville Rd, Durham, NC 27713, USA",
Avance Care Broad Street,https://www.avancecare.com/location/broadstreet,(336) 784-0505,"2400 Broad St #1, Durham, NC 27704, USA",
The UNC Family Medicine Center at South Durham,https://www.unchealth.org/care-services/locations/the-unc-family-medicine-center-at-south-durham,(336) 764-2324,"5704 Fayetteville Rd, Durham, NC 27713, USA",
"John W. Ragsdale III, MD",https://www.dukehealth.org/find-doctors-physicians/john-w-ragsdale-iii-md?utm_source=google&utm_medium=local&utm_campaign=evergreen,(336) 713-5393,"2100 Erwin Rd, Durham, NC 27705, USA",
AccessiBull Healthcare,http://www.accessibullhealthcare.com/,(336) 765-5250,"2609 N Duke St Suite 101, Durham, NC 27704, USA",
Duke Primary Care South Durham,https://www.dukehealth.org/locations/duke-primary-care-south-durham?utm_source=google&utm_medium=local&utm_campaign=evergreen,(336) 765-6897,"234 Crooked Creek Pkwy Suite 200, Durham, NC 27713, USA",
"Dr. Tiffany Marum, MD",http://swdfm.com/,(336) 713-6111,"245 NC-54 Ste 205, Durham, NC 27713, USA",info@swdfm.com
"Bristol Winslow, MD",https://durhaminternalmedicine.com/profile.php?id=10,(336) 718-5000,"5107 Southpark Dr #104, Durham, NC 27713, USA",
"Durham Health and Wellness, PLLC",http://www.durhamhealthandwellness.com/,(336) 718-4510,"3326 Durham-Chapel Hill Blvd B110, Durham, NC 27707, USA",
"Vanessa N. Chetty, MD",https://www.dukehealth.org/find-doctors-physicians/vanessa-n-chetty-md-msph?utm_source=google&utm_medium=local&utm_campaign=evergreen,(336) 788-4545,"6020 Fayetteville Rd, Durham, NC 27713, USA",
"Uma S. Tadepalli, MD",https://www.oakstreethealth.com/doctors/dr-uma-s-tadepalli-md?utm_source=listings&utm_vpf=yext,(910) 485-1700,"3729 N Roxboro St Suite B, Durham, NC 27704, USA",
"Richard ""Rick"" Moore II, MD",https://www.unchealth.org/care-services/doctors/m/richard-rick-moore-ii-md,(910) 867-7777,"3708 Mayfair St # 100, Durham, NC 27707, USA",
"Dr. Jessica W. Burgert, MD",https://www.mdvip.com/doctors/jessicaburgertmd?utm_campaign=listing&st-t=rep_&utm_source=google&utm_medium=organic,(910) 302-6529,"120 Conner Dr STE 200, Chapel Hill, NC 27514, USA",
Priority Medicine,http://www.prioritymedicine.com/,(910) 487-1100,"3811 N Roxboro St b, Durham, NC 27704, USA",
Walltown Neighborhood Clinic: Yarnall Kimberly S MD,http://www.dukehealth.org/,(910) 221-3300,"815 Broad St, Durham, NC 27705, USA",
Duke Health Center South Durham,https://www.dukehealth.org/locations/duke-health-center-south-durham?utm_source=google&utm_medium=local&utm_campaign=evergreen,(910) 323-9111,"234 Crooked Creek Pkwy, Durham, NC 27713, USA",
Triangle Family Practice: Bowen Laura M MD,https://www.dukehealth.org/locations/triangle-family-practice,(910) 323-0334,"6020 Fayetteville Rd, Durham, NC 27713, USA",
"Nailah Adams, MD, MS",https://www.unchealth.org/care-services/doctors/a/nailah-adams-md-ms,(910) 488-2120,"3708 Mayfair St # 100, Durham, NC 27707, USA",
Novant Health Salem Family Medicine,https://www.novanthealth.org/locations/clinics/salem-family-medicine/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-343,(910) 719-9314,"105 Vest Mill Cir, Winston-Salem, NC 27103, USA",
Novant Health Gateway Family Medicine,https://www.novanthealth.org/locations/clinics/gateway-family-medicine/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-109,(910) 488-4525,"390 Salem Ave W, Winston-Salem, NC 27101, USA",
Novant Health Friedberg Family Medicine,https://www.novanthealth.org/locations/clinics/friedberg-family-medicine/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-107,(910) 323-3183,"5010 Peters Creek Pkwy, Winston-Salem, NC 27127, USA",
"Craig Yarbrough, MD",https://www.novanthealth.org/pf/providers/1629367933?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1629367933,(910) 864-4357,"100 Robinhood Medical Plaza, Winston-Salem, NC 27106, USA",
Family Care of Winston Salem,https://www.familycarewinstonsalem.com/,(910) 615-1617,"1365 Westgate Center Dr STE C1, Winston-Salem, NC 27103, USA",336-768-6682familycarews@gmail.com
Novant Health Forsyth Internal Medicine,https://www.novanthealth.org/locations/clinics/forsyth-internal-medicine/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-100,(910) 609-4000,"1381 Westgate Center Dr, Winston-Salem, NC 27103, USA",
"Robert Toborg, MD",https://www.novanthealth.org/pf/providers/1003813650?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1003813650,(910) 996-4800,"3333 Brookview Hills Blvd STE 204, Winston-Salem, NC 27103, USA",
Novant Health Forsyth Family Medicine,https://www.novanthealth.org/locations/clinics/forsyth-family-medicine/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-098,(910) 779-0780,"400 Jonestown Rd, Winston-Salem, NC 27104, USA",
Novant Health North Point Medical Associates,https://www.novanthealth.org/locations/clinics/north-point-medical-associates/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-209,(910) 615-3120,"1995 Bethabara Rd, Winston-Salem, NC 27106, USA",
Atrium Health Wake Forest Baptist Family Medicine - Piedmont Plaza,https://www.wakehealth.edu/locations/clinics/f/family-medicine-piedmont-plaza?utm_source=GMB&utm_medium=Organic&utm_campaign=AHWFB,(910) 965-5498,"1920 W 1st St 3rd floor, Winston-Salem, NC 27104, USA",MyAtriumHealth@atriumhealth.org; fm.gmv@wakehealth.edu.
Novant Health Premier Medical Associates,https://www.novanthealth.org/locations/clinics/premier-medical-associates/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-290,(910) 484-5366,"3333 Brookview Hills Blvd STE 204, Winston-Salem, NC 27103, USA",
Oak Street Health Winston-Salem Primary Care Clinic,https://www.oakstreethealth.com/locations/winston-salem-nc/winston-salem-doctors-office?utm_source=listings&utm_vpf=yext,(910) 323-1718,"2668 Peters Creek Pkwy, Winston-Salem, NC 27127, USA",
"Suzanne Hilton, MD",https://www.wakehealth.edu/providers/h/suzanne-hilton?utm_source=GMB&utm_medium=Organic&utm_campaign=AHWFBprovider,(910) 491-6793,"1665 Westbrook Plaza Dr, Winston-Salem, NC 27103, USA",MyAtriumHealth@atriumhealth.org
"James Spencer, MD",https://www.novanthealth.org/pf/providers/1396706883?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1396706883,(910) 483-8080,"400 Jonestown Rd, Winston-Salem, NC 27104, USA",
"Holly Ivey, MD",https://www.novanthealth.org/pf/providers/1932335544?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1932335544,(910) 339-1446,"1381 Westgate Center Dr, Winston-Salem, NC 27103, USA",
Complete Primary Care,http://www.completeprimarycaresp.com/,(910) 864-0689,"1215 - C, 1215 W Clemmonsville Rd, Winston-Salem, NC 27127, USA",
Atrium Health Wake Forest Baptist Family Medicine - Jonesville,https://www.wakehealth.edu/locations/clinics/f/family-medicine-jonesville?utm_source=GMB&utm_medium=Organic&utm_campaign=AHWFB,(910) 323-2103,"312 Jonestown Rd, Winston-Salem, NC 27104, USA",MyAtriumHealth@atriumhealth.org
"Smith's Primary Care and Wellness, PLLC",http://www.smithspcw.com/,(910) 615-4000,"2200 Silas Creek Pkwy # 8A, Winston-Salem, NC 27103, USA",info@smithspcw.com
Bethany Medical at Kimel Forest,https://mybethanymedical.com/locations/bethany-medical-pain-clinic/?utm_source=google&utm_medium=organic&utm_campaign=google_business,(910) 339-2274,"160 Kimel Forest Dr # 100, Winston-Salem, NC 27103, USA",billing@mybethanymedical.com; customersvc@mybethanymedical.com
Novant Health Wallburg Family Medicine,https://www.novanthealth.org/locations/clinics/wallburg-family-medicine/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-428,(910) 677-9488,"10479 NC-109 #107A, Winston-Salem, NC 27107, USA",
"Edward Williamson, MD",https://www.novanthealth.org/pf/providers/1356602932?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1356602932,(910) 482-3000,"100 Robinhood Medical Plaza, Winston-Salem, NC 27106, USA",
"Dr. Rebecca M. Henderson, MD",https://www.novanthealth.org/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1639496458,(910) 864-7933,"1381 Westgate Center Dr, Winston-Salem, NC 27103, USA",
Novant Health Adult Primary Care Miller Street,https://www.novanthealth.org/locations/clinics/adult-primary-care-miller-street/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-436,(910) 437-5130,"50 Miller St G, Winston-Salem, NC 27104, USA",
Atrium Health Wake Forest Baptist Medical Center,https://www.wakehealth.edu/locations/hospitals/wake-forest-baptist-medical-center?utm_source=GMB&utm_medium=Organic&utm_campaign=AHWFB,(910) 824-7619,"1 Medical Center Blvd, Winston-Salem, NC 27157, USA",MyAtriumHealth@atriumhealth.org
